Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
THIRD POINT LLC,PENN VIRGINIA CORP,PVAH,2002-09-30,SH,1565200.0,25356000.0,1200000.0,23388000.0,11.2719,6.6446,1,4,30.433333,addition,ENERGY,6415
THIRD POINT LLC,PotlatchDeltic Corp,PCH,2002-09-30,SH,868900.0,24920000.0,868900.0,29560000.0,11.0781,8.3981,2,2,0.0,,REAL ESTATE,2582
THIRD POINT LLC,Liberty Media Group Inc. Class A,LMCA,2002-09-30,SH,3000000.0,21540000.0,0.0,0.0,9.5755,,4,999999,,new,CONSUMER DISCRETIONARY,107293
THIRD POINT LLC,Smucker (J.M.) Co.,SJM,2002-09-30,SH,450000.0,16515000.0,183200.0,6253000.0,7.3417,1.7765,5,17,145.633188,addition,CONSUMER STAPLES,4381
THIRD POINT LLC,Saxon Capital Inc (MD),SAX,2002-09-30,SH,1096600.0,12063000.0,1060000.0,17225000.0,5.3626,4.8937,6,7,3.45283,addition,FINANCE,104771
THIRD POINT LLC,American Financial Realty Trust,AFR,2002-09-30,SH,1000000.0,10100000.0,0.0,0.0,4.4899,,7,999999,,new,FINANCE,2544
THIRD POINT LLC,PG&E Corp. (Pacific Gas & Electric),PCG,2002-09-30,SH,787000.0,8862000.0,438000.0,7836000.0,3.9396,2.2262,8,15,79.680365,addition,UTILITIES AND TELECOMMUNICATIONS,4367
THIRD POINT LLC,Insignia Financial GP Inc,IFS,2002-09-30,SH,1010000.0,7929000.0,1117400.0,10861000.0,3.5248,3.0856,9,10,-9.611598,reduction,INDUSTRIALS,101718
THIRD POINT LLC,Local Financial Corp.,LFIN,2002-09-30,SH,570000.0,7855000.0,600000.0,9810000.0,3.4919,2.7871,10,11,-5.0,reduction,FINANCE,102422
THIRD POINT LLC,Fidelity National Financial Inc.,FNF-DEL1,2002-09-30,SH,210657.0,6054000.0,210657.0,6657000.0,2.6913,1.8913,11,16,0.0,, ,107142
THIRD POINT LLC,Helmerich & Payne Inc.,HP,2002-09-30,SH,334200.0,5720000.0,0.0,0.0,2.5428,,12,999999,,new,ENERGY,5001
THIRD POINT LLC,Kindred Healthcare Inc,KND,2002-09-30,SH,303600.0,5609000.0,370000.0,8221000.0,2.4935,2.3356,13,14,-17.945946,reduction,HEALTH CARE,45660
THIRD POINT LLC,Advanced Medical Optics Inc.,EYE,2002-09-30,SH,528300.0,5024000.0,0.0,0.0,2.2334,,14,999999,,new,HEALTH CARE,747
THIRD POINT LLC,PacWest Bancorp (DE),PACW,2002-09-30,SH,171493.0,4941000.0,46494.0,1079000.0,2.1965,0.3065,15,37,268.849744,addition,FINANCE,45974
THIRD POINT LLC,Genesis HealthCare Corp,GHCI,2002-09-30,SH,300000.0,4875000.0,300000.0,6027000.0,2.1672,1.7123,16,19,0.0,,HEALTH CARE,101029
THIRD POINT LLC,Enterasys Networks,ETS,2002-09-30,SH,437425.0,4549000.0,247425.0,3523000.0,2.0222,1.0009,17,26,76.790947,addition,INFORMATION TECHNOLOGY,100420
THIRD POINT LLC,Lufkin Industries Inc.,LUFK,2002-09-30,SH,746000.0,4517000.0,746000.0,5377000.0,2.008,1.5276,18,20,0.0,,ENERGY,6185
THIRD POINT LLC,Plains Resources Inc.,PLX,2002-09-30,SH,146100.0,3766000.0,0.0,0.0,1.6742,,19,999999,,new,ENERGY,107428
THIRD POINT LLC,Patina Oil & Gas Corp.,POG,2002-09-30,SH,125123.0,3566000.0,125123.0,3432000.0,1.5853,0.975,20,28,0.0,,ENERGY,104110
THIRD POINT LLC,Collins & Aikman Corp (New),CKCRQ,2002-09-30,SH,925000.0,3321000.0,925000.0,8418000.0,1.4763,2.3916,21,13,0.0,,CONSUMER DISCRETIONARY,99156
