Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
"GLENVIEW CAPITAL MANAGEMENT, LLC",Express Scripts Inc.,ESRX,2009-12-31,SH,5448786.0,235442000.0,6772268.0,262696000.0,5.031,6.8326,1,1,-19.54267,reduction,HEALTH CARE,11326
"GLENVIEW CAPITAL MANAGEMENT, LLC",Oracle Corp,ORCL,2009-12-31,SH,9449252.0,231790000.0,8688752.0,181074000.0,4.953,4.7097,2,4,8.752695,addition,INFORMATION TECHNOLOGY,20
"GLENVIEW CAPITAL MANAGEMENT, LLC",Fidelity National Information Services Inc,FIS,2009-12-31,SH,9123363.0,213852000.0,8308522.0,211950000.0,4.5697,5.5127,3,2,9.807292,addition,FINANCE,2403
"GLENVIEW CAPITAL MANAGEMENT, LLC",McKesson Corp.,MCK,2009-12-31,SH,3407258.0,212954000.0,3002658.0,178808000.0,4.5505,4.6507,4,5,13.474728,addition,HEALTH CARE,252
"GLENVIEW CAPITAL MANAGEMENT, LLC",Life Technologies Corp.,LIFE,2009-12-31,SH,3830625.0,200035000.0,3438625.0,160068000.0,4.2744,4.1633,5,8,11.399905,addition,HEALTH CARE,72076
"GLENVIEW CAPITAL MANAGEMENT, LLC",Thermo Fisher Scientific Inc.,TMO,2009-12-31,SH,4034395.0,192400000.0,3627795.0,158426000.0,4.1113,4.1206,6,9,11.20791,addition,HEALTH CARE,468
"GLENVIEW CAPITAL MANAGEMENT, LLC",Omnicare Inc.,OCR,2009-12-31,SH,7198534.0,174061000.0,6779534.0,152675000.0,3.7194,3.971,7,11,6.180366,addition,HEALTH CARE,2424
"GLENVIEW CAPITAL MANAGEMENT, LLC",Affiliated Computer Services Inc.,ACS,2009-12-31,SH,2633700.0,157206000.0,0.0,0.0,3.3592,,8,999999,,new,INFORMATION TECHNOLOGY,11338
"GLENVIEW CAPITAL MANAGEMENT, LLC",Cigna Holding Co,CI,2009-12-31,SH,4262594.0,150342000.0,4035894.0,113368000.0,3.2126,2.9487,9,16,5.617095,addition,FINANCE,11343
"GLENVIEW CAPITAL MANAGEMENT, LLC",Donnelley (R.R.) & Sons Co,RRD,2009-12-31,SH,6689908.0,148984000.0,9722208.0,206694000.0,3.1836,5.376,10,3,-31.189417,reduction,INDUSTRIALS,3597
"GLENVIEW CAPITAL MANAGEMENT, LLC",HP Inc,HPQ,2009-12-31,SH,2883542.0,148531000.0,2902642.0,137034000.0,3.1739,3.5642,11,13,-0.658021,reduction,INFORMATION TECHNOLOGY,234
"GLENVIEW CAPITAL MANAGEMENT, LLC",Flextronics International Inc.,FLEX,2009-12-31,SH,19370697.0,141600000.0,18312697.0,136796000.0,3.0258,3.558,12,14,5.777412,addition,INFORMATION TECHNOLOGY,3497
"GLENVIEW CAPITAL MANAGEMENT, LLC",Cencora Inc.,COR,2009-12-31,SH,5076221.0,132337000.0,7015863.0,157015000.0,2.8278,4.0839,13,10,-27.64652,reduction,CONSUMER STAPLES,11374
"GLENVIEW CAPITAL MANAGEMENT, LLC",eBay Inc.,EBAY,2009-12-31,SH,5182346.0,121941000.0,5933570.0,140032000.0,2.6057,3.6422,14,12,-12.660574,reduction,CONSUMER DISCRETIONARY,399
"GLENVIEW CAPITAL MANAGEMENT, LLC",Walgreens Boots Alliance Inc.,WBA,2009-12-31,SH,3191258.0,117183000.0,3220158.0,120659000.0,2.504,3.1383,15,15,-0.897471,reduction,CONSUMER STAPLES,308
"GLENVIEW CAPITAL MANAGEMENT, LLC",CVS Health Corp. (Melville Shoe),CVS,2009-12-31,SH,3387395.0,109108000.0,4807395.0,171816000.0,2.3315,4.4689,16,6,-29.537827,reduction,CONSUMER STAPLES,221
"GLENVIEW CAPITAL MANAGEMENT, LLC",Davita Inc.,DVA,2009-12-31,SH,3657946.0,107434000.0,0.0,0.0,2.2957,,17,999999,,new,HEALTH CARE,3395
"GLENVIEW CAPITAL MANAGEMENT, LLC",Alcon Inc.,ACL,2009-12-31,CALL,625000.0,102719000.0,0.0,0.0,2.1949,,18,999999,,new,HEALTH CARE,11328
"GLENVIEW CAPITAL MANAGEMENT, LLC",Elevance Health Inc,ELV,2009-12-31,SH,1663900.0,96989000.0,1966283.0,93123000.0,2.0725,2.4221,19,18,-15.378407,reduction,HEALTH CARE,175259
"GLENVIEW CAPITAL MANAGEMENT, LLC",JPMorgan Chase & Co. (Chemical Bank),JPM,2009-12-31,SH,2320140.0,96680000.0,0.0,0.0,2.0659,,20,999999,,new,FINANCE,240
"GLENVIEW CAPITAL MANAGEMENT, LLC",Willis Towers Watson Public Limited Co,WTW,2009-12-31,SH,1356691.97,94807000.0,2185152.71,163351000.0,2.0259,4.2487,21,7,-37.913174,reduction,FINANCE,4158
"GLENVIEW CAPITAL MANAGEMENT, LLC",ITT Educational Services Inc.,ESINQ,2009-12-31,SH,877683.0,84222000.0,159950.0,17660000.0,1.7997,0.4593,22,42,448.723351,addition,CONSUMER DISCRETIONARY,671
"GLENVIEW CAPITAL MANAGEMENT, LLC",Target Corp.,TGT,2009-12-31,SH,1724500.0,83414000.0,1275000.0,59517000.0,1.7824,1.548,23,23,35.254902,addition,CONSUMER DISCRETIONARY,305
