Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
GREENLIGHT CAPITAL INC,Green Brick Partners Inc,GRBK,2023-03-31,SH,16600508.0,582013810.0,16909961.0,409728355.0,31.6366,28.3678,1,1,-1.830004,reduction,MATERIALS,9612
GREENLIGHT CAPITAL INC,CONSOL Energy Inc,CEIX,2023-03-31,SH,2716741.0,158304498.0,1812551.0,117815815.0,8.605,8.1571,2,3,49.884941,addition,ENERGY,203244
GREENLIGHT CAPITAL INC,Brighthouse Financial Inc,BHF,2023-03-31,SH,3122743.0,137744194.0,3195650.0,163840976.0,7.4874,11.3436,3,2,-2.281445,reduction,FINANCE,202547
GREENLIGHT CAPITAL INC,Kyndryl Holdings Inc,KD,2023-03-31,SH,8498845.0,125442953.0,9006560.0,100152948.0,6.8187,6.9342,4,4,-5.637169,reduction,INFORMATION TECHNOLOGY,278382
GREENLIGHT CAPITAL INC,Teck Resources Ltd,TECK,2023-03-31,SH,2491218.0,90929457.0,2236518.0,84585111.0,4.9427,5.8563,5,5,11.388238,addition,MATERIALS,5572
GREENLIGHT CAPITAL INC,Tenet Healthcare Corp.,THC,2023-03-31,SH,1426970.0,84790557.0,658900.0,32147731.0,4.609,2.2258,6,13,116.568523,addition,HEALTH CARE,831
GREENLIGHT CAPITAL INC,Office Depot Inc,ODP,2023-03-31,SH,1632140.0,73413658.0,1651440.0,75206578.0,3.9906,5.207,7,6,-1.168677,reduction,CONSUMER DISCRETIONARY,124
GREENLIGHT CAPITAL INC,Global Payments Inc.,GPN,2023-03-31,SH,600430.0,63189253.0,473150.0,46993258.0,3.4348,3.2536,8,9,26.90056,addition,INFORMATION TECHNOLOGY,409
GREENLIGHT CAPITAL INC,Capri Holdings Ltd (Michael Kors Holdings),CPRI,2023-03-31,SH,1244040.0,58469880.0,945300.0,54184596.0,3.1783,3.7515,9,7,31.602666,addition,INDUSTRIALS,117505
GREENLIGHT CAPITAL INC,Black Knight Inc,BKI,2023-03-31,SH,924740.0,53228035.0,0.0,0.0,2.8933,,10,999999,,new,INFORMATION TECHNOLOGY,202870
GREENLIGHT CAPITAL INC,LivaNova PLC,LIVN,2023-03-31,SH,1034896.0,45100767.0,838400.0,46564736.0,2.4516,3.2239,11,10,23.437023,addition,HEALTH CARE,193099
GREENLIGHT CAPITAL INC,Southwestern Energy Co.,SWN,2023-03-31,SH,8915700.0,44578500.0,8991850.0,52602324.0,2.4232,3.642,12,8,-0.846878,reduction,ENERGY,3900
GREENLIGHT CAPITAL INC,SSgA SPDR Gold Shares,GLD,2023-03-31,SH,227899.0,41755654.0,209541.0,35546535.0,2.2697,2.4611,13,11,8.761054,addition,MATERIALS,3418
GREENLIGHT CAPITAL INC,Weatherford Intl PLC,WFRD,2023-03-31,SH,579695.0,34404899.0,583725.0,29723277.0,1.8702,2.0579,14,14,-0.690394,reduction,ENERGY,212919
GREENLIGHT CAPITAL INC,BTC iShares Silver Trust,SLV,2023-03-31,SH,1487380.0,32900846.0,1524010.0,33558700.0,1.7884,2.3235,15,12,-2.403528,reduction,FINANCE,5927
GREENLIGHT CAPITAL INC,Civitas Resources Inc,CIVI,2023-03-31,SH,458208.0,31313935.0,461398.0,26728787.0,1.7021,1.8506,16,15,-0.691377,reduction,ENERGY,115989
GREENLIGHT CAPITAL INC,Graphic Packaging Holding Company,GPK,2023-03-31,SH,1067670.0,27214909.0,1067670.0,23755658.0,1.4793,1.6447,17,17,0.0,,MATERIALS,7198
GREENLIGHT CAPITAL INC,Concentrix Corp.,CNXC,2023-03-31,SH,207961.0,25277659.0,96021.0,12786156.0,1.374,0.8853,18,20,116.578665,addition,INFORMATION TECHNOLOGY,242661
GREENLIGHT CAPITAL INC,Gulfport Energy Corp,GPOR,2023-03-31,SH,283000.0,22640000.0,125500.0,9241820.0,1.2306,0.6399,19,21,125.498008,addition,ENERGY,274977
GREENLIGHT CAPITAL INC,First Citizens BancShares Inc. Class A,FCNCA,2023-03-31,SH,22550.0,21943405.0,0.0,0.0,1.1928,,20,999999,,new,FINANCE,6838
GREENLIGHT CAPITAL INC,New York Community Bancorp,NYCB,2023-03-31,SH,2279510.0,20606770.0,0.0,0.0,1.1201,,21,999999,,new,FINANCE,57673
GREENLIGHT CAPITAL INC,GoPro Inc,GPRO,2023-03-31,SH,2597900.0,13067438.0,2665140.0,13272397.0,0.7103,0.9189,22,19,-2.522944,reduction,INFORMATION TECHNOLOGY,168348
GREENLIGHT CAPITAL INC,Resideo Technologies Inc,REZI,2023-03-31,SH,658088.0,12029849.0,1477863.0,24310847.0,0.6539,1.6832,23,16,-55.470297,reduction,INDUSTRIALS,210737
GREENLIGHT CAPITAL INC,Danimer Scientific Inc,DNMR,2023-03-31,SH,2550000.0,8797500.0,2250000.0,4027500.0,0.4782,0.2788,24,24,13.333333,addition,FINANCE,216009
GREENLIGHT CAPITAL INC,NET Power Inc,NPWR,2023-03-31,SH,760000.0,7778600.0,0.0,0.0,0.4228,,25,999999,,new,FINANCE,276642
GREENLIGHT CAPITAL INC,Galapagos NV ADR,GLPG,2023-03-31,SH,151368.0,5848859.0,155358.0,6894789.0,0.3179,0.4774,26,22,-2.568262,reduction,HEALTH CARE,177425
GREENLIGHT CAPITAL INC,Waverley Capital Acquisition Corp 1,WAVC.U,2023-03-31,SH,350000.0,3577000.0,350000.0,3504410.0,0.1944,0.2426,27,26,0.0,,FINANCE,277022
GREENLIGHT CAPITAL INC,Panacea Acquisition II Corp,PANA,2023-03-31,SH,275000.0,2810500.0,275000.0,2763750.0,0.1528,0.1913,28,28,0.0,,FINANCE,273989
GREENLIGHT CAPITAL INC,Gain Therapeutics Inc,GANX,2023-03-31,SH,546560.0,2634419.0,546560.0,1710732.0,0.1432,0.1184,29,31,0.0,,HEALTH CARE,273653
GREENLIGHT CAPITAL INC,VanEck Oil Services ETF-VanEck Oil Services ETF,OIH,2023-03-31,SH,6960.0,1928824.0,0.0,0.0,0.1048,,30,999999,,new,FINANCE,120074
GREENLIGHT CAPITAL INC,Coya Therapeutics Inc,COYA,2023-03-31,SH,392647.0,1560183.0,392444.0,1859439.0,0.0848,0.1287,31,29,0.051727,addition,"",294314
GREENLIGHT CAPITAL INC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF-,PDBC,2023-03-31,SH,96990.0,1379198.0,0.0,0.0,0.075,,32,999999,,new,FINANCE,174530
GREENLIGHT CAPITAL INC,First Trust Natural Gas ETF-First Trust Natural Gas ETF,FCG,2023-03-31,SH,58540.0,1318321.0,0.0,0.0,0.0717,,33,999999,,new,ENERGY,14137
GREENLIGHT CAPITAL INC,Talis Biomedical Corp,TLIS,2023-03-31,SH,149126.73,1095534.0,149126.73,996488.0,0.0596,0.069,34,32,0.0,,HEALTH CARE,246576
GREENLIGHT CAPITAL INC,NEUBASE THERAPEUTICS ORD SHS,NBSE,2023-03-31,SH,2727027.0,504500.0,2727027.0,518681.0,0.0274,0.0359,35,33,0.0,, ,211918
GREENLIGHT CAPITAL INC,Panacea Acquisition Corp,NUVB,2023-03-31,SH,34995.0,58092.0,34995.0,67190.0,0.0032,0.0047,36,35,0.0,,HEALTH CARE,241842
GREENLIGHT CAPITAL INC,Katapult Holdings Inc  Warrants,KPLTW,2023-03-31,SH,262227.0,15262.0,262227.0,18880.0,0.0008,0.0013,37,37,0.0,, ,212842
GREENLIGHT CAPITAL INC,Nuvation Bio Inc,NUVB.WS,2023-03-31,SH,100000.0,12000.0,100000.0,14450.0,0.0007,0.001,38,39,0.0,, ,241841
GREENLIGHT CAPITAL INC,FinServ Acquisition Corp II,FSRXW,2023-03-31,SH,78750.0,3323.0,0.0,0.0,0.0002,,39,999999,,new, ,274293
GREENLIGHT CAPITAL INC,23andMe Holding Co,ME,2023-03-31,SH,0.0,0.0,23591.0,50957.0,,0.0035,999999,36,-100.0,soldall,HEALTH CARE,242732
GREENLIGHT CAPITAL INC,Beachbody Company Inc (The),BODYW,2023-03-31,SH,0.0,0.0,57000.0,2366.0,,0.0002,999999,42,-100.0,soldall, ,245683
GREENLIGHT CAPITAL INC,Paysafe Limited,PSFE.WS,2023-03-31,SH,0.0,0.0,288000.0,16531.0,,0.0011,999999,38,-100.0,soldall, ,242301
GREENLIGHT CAPITAL INC,Finserv Acquisition Corp II,FSRXU,2023-03-31,SH,0.0,0.0,315000.0,3159449.0,,0.2187,999999,27,-100.0,soldall,FINANCE,246675
GREENLIGHT CAPITAL INC,Polestar Automotive Holding UK PLC,PSNYW,2023-03-31,SH,0.0,0.0,82100.0,91952.0,,0.0064,999999,34,-100.0,soldall, ,274938
GREENLIGHT CAPITAL INC,TMC the metals company Inc,TMCWW,2023-03-31,SH,0.0,0.0,170000.0,13600.0,,0.0009,999999,40,-100.0,soldall,MATERIALS,241370
GREENLIGHT CAPITAL INC,Victoria`s Secret & Co,VSCO,2023-03-31,SH,0.0,0.0,411071.0,14708121.0,,1.0183,999999,18,-100.0,soldall,CONSUMER DISCRETIONARY,276387
GREENLIGHT CAPITAL INC,BlackSky Technology Inc,BKSY.WS,2023-03-31,SH,0.0,0.0,36200.0,4888.0,,0.0003,999999,41,-100.0,soldall, ,212874
GREENLIGHT CAPITAL INC,Funko Inc,FNKO,2023-03-31,SH,0.0,0.0,521500.0,5689565.0,,0.3939,999999,23,-100.0,soldall,CONSUMER DISCRETIONARY,203306
GREENLIGHT CAPITAL INC,CNX Resources Corporation,CNX,2023-03-31,SH,0.0,0.0,216165.0,3640218.0,,0.252,999999,25,-100.0,soldall,ENERGY,1030
GREENLIGHT CAPITAL INC,BILIBILI INC NOTE 0.500%12/0,DEBT-BILI,2023-03-31,PRN,0.0,0.0,2500000.0,1842707.0,,0.1276,999999,30,-100.0,soldall, ,296596
