Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
GREENLIGHT CAPITAL INC,Apple Inc,AAPL,2016-09-30,SH,20777760.0,586816000.0,27418960.0,655313000.0,11.2169,12.0208,1,1,-24.221196,reduction,INFORMATION TECHNOLOGY,195
GREENLIGHT CAPITAL INC,General Motors Co,GM,2016-09-30,SH,17000000.0,540090000.0,17211867.0,487096000.0,10.3238,8.9351,2,2,-1.230936,reduction,CONSUMER DISCRETIONARY,107357
GREENLIGHT CAPITAL INC,Aercap Holdings N.V.,AER,2016-09-30,SH,12766308.0,491376000.0,11396308.0,382801000.0,9.3926,7.022,3,3,12.021437,addition,INDUSTRIALS,4846
GREENLIGHT CAPITAL INC,CNX Resources Corporation,CNX,2016-09-30,SH,17872616.0,343154000.0,22000000.0,353980000.0,6.5594,6.4933,4,4,-18.760836,reduction,ENERGY,1030
GREENLIGHT CAPITAL INC,Time Warner Inc. (New),TWX,2016-09-30,SH,3863309.0,307559000.0,4716809.0,346874000.0,5.879,6.3629,5,5,-18.09486,reduction,COMMUNICATIONS,284
GREENLIGHT CAPITAL INC,Chemours Co (The),CC,2016-09-30,SH,16367186.0,261875000.0,16409886.0,135217000.0,5.0057,2.4804,6,12,-0.260209,reduction,MATERIALS,178072
GREENLIGHT CAPITAL INC,Viatris Inc,VTRS,2016-09-30,SH,6400000.0,243969000.0,4945000.0,213822000.0,4.6634,3.9223,7,8,29.42366,addition,HEALTH CARE,506
GREENLIGHT CAPITAL INC,VanEck Gold Miners ETF-VanEck Gold Miners ETF,GDX,2016-09-30,SH,8141296.0,215174000.0,8240596.0,228347000.0,4.113,4.1887,8,7,-1.20501,reduction,FINANCE,7342
GREENLIGHT CAPITAL INC,Green Brick Partners Inc,GRBK,2016-09-30,SH,24118668.0,199220000.0,24118668.0,175344000.0,3.8081,3.2164,9,9,0.0,,MATERIALS,9612
GREENLIGHT CAPITAL INC,Altaba Inc. (Yahoo),AABA,2016-09-30,SH,4383100.0,188911000.0,4408000.0,165565000.0,3.611,3.0371,10,10,-0.564882,reduction,FINANCE,2412
GREENLIGHT CAPITAL INC,Voya Financial Inc,VOYA,2016-09-30,SH,5168301.0,148950000.0,4943301.0,122396000.0,2.8472,2.2452,11,15,4.551614,addition,FINANCE,140718
GREENLIGHT CAPITAL INC,Capri Holdings Ltd (Michael Kors Holdings),CPRI,2016-09-30,SH,3066902.0,143501000.0,4835095.0,239240000.0,2.743,4.3885,12,6,-36.569974,reduction,INDUSTRIALS,117505
GREENLIGHT CAPITAL INC,Calpine Corp. (New),CPN,2016-09-30,SH,11239800.0,142072000.0,5660000.0,83486000.0,2.7157,1.5314,13,22,98.583039,addition,UTILITIES AND TELECOMMUNICATIONS,45693
GREENLIGHT CAPITAL INC,Avangrid Inc,AGR,2016-09-30,SH,3094800.0,129301000.0,3323000.0,153057000.0,2.4716,2.8076,14,11,-6.867289,reduction,UTILITIES AND TELECOMMUNICATIONS,194283
GREENLIGHT CAPITAL INC,Dillards Inc.,DDS,2016-09-30,SH,1931672.0,121714000.0,1947272.0,118005000.0,2.3266,2.1646,15,16,-0.801121,reduction,CONSUMER DISCRETIONARY,775
GREENLIGHT CAPITAL INC,Liberty Global plc Class C,LBTYK,2016-09-30,SH,3294780.0,108826000.0,3294780.0,94396000.0,2.0802,1.7316,16,19,0.0,,COMMUNICATIONS,4349
GREENLIGHT CAPITAL INC,Rite Aid Corp.,RADCQ,2016-09-30,SH,672151.75,103377000.0,516500.0,77371000.0,1.976,1.4193,17,23,30.135866,addition,CONSUMER STAPLES,6554
GREENLIGHT CAPITAL INC,Yelp Inc.,YELP,2016-09-30,SH,2300000.0,95910000.0,2900000.0,88043000.0,1.8333,1.615,18,21,-20.689655,reduction,INDUSTRIALS,119766
GREENLIGHT CAPITAL INC,CONSOL Coal Resources LP,CCR,2016-09-30,SH,5488438.0,85071000.0,5488438.0,50823000.0,1.6261,0.9323,19,30,0.0,,ENERGY,178070
GREENLIGHT CAPITAL INC,Designer Brands Inc,DBI,2016-09-30,SH,3574000.0,73195000.0,4250000.0,90015000.0,1.3991,1.6512,20,20,-15.905882,reduction,CONSUMER DISCRETIONARY,641
GREENLIGHT CAPITAL INC,U-Haul Holding Company,UHAL,2016-09-30,SH,2200000.0,71330000.0,786870.0,29473000.0,1.3635,0.5406,21,38,179.58875,addition,TRANSPORTS,6942
GREENLIGHT CAPITAL INC,The Stars Group,TSG,2016-09-30,SH,3962684.0,64150000.0,3962684.0,60754000.0,1.2262,1.1144,22,25,0.0,,INFORMATION TECHNOLOGY,169679
GREENLIGHT CAPITAL INC,Match Group Inc.,MTCH,2016-09-30,SH,3578693.8,63838000.0,3578693.8,57533000.0,1.2203,1.0554,23,27,0.0,,CONSUMER DISCRETIONARY,3997
GREENLIGHT CAPITAL INC,Take-Two Interactive Software Inc.,TTWO,2016-09-30,SH,1378193.0,62129000.0,2733466.0,103653000.0,1.1876,1.9014,24,17,-49.580752,reduction,INFORMATION TECHNOLOGY,3930
GREENLIGHT CAPITAL INC,Aecom,ACM,2016-09-30,SH,2004571.0,59595000.0,3069706.0,97525000.0,1.1392,1.789,25,18,-34.698274,reduction,INDUSTRIALS,4004
