Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
BERKSHIRE HATHAWAY INC,Coca Cola Co.,KO,2009-12-31,SH,400000000.0,11399999000.0,400000000.0,10740000000.0,19.6791,18.9934,1,1,0.0,,CONSUMER STAPLES,386
BERKSHIRE HATHAWAY INC,Wells Fargo & Co.  (Northwest Bancorporation),WFC,2009-12-31,SH,320088385.0,8639185000.0,313355657.0,8830362000.0,14.9133,15.6162,2,2,2.14859,addition,FINANCE,309
BERKSHIRE HATHAWAY INC,Burlington Northern Santa Fe Corp.,BNI,2009-12-31,SH,76777029.0,7571751000.0,76777029.0,6129110000.0,13.0706,10.8391,3,3,0.0,,TRANSPORTS,1052
BERKSHIRE HATHAWAY INC,American Express Co,AXP,2009-12-31,SH,151610700.0,6143265000.0,151610700.0,5139602000.0,10.6047,9.0892,4,5,0.0,,FINANCE,368
BERKSHIRE HATHAWAY INC,Procter & Gamble Co. (OH) (1905),PG,2009-12-31,SH,87503411.0,5305331000.0,96316010.0,5578624000.0,9.1582,9.8656,5,4,-9.149672,reduction,CONSUMER STAPLES,272
BERKSHIRE HATHAWAY INC,Mondelez International Inc. (Kraft Foods),MDLZ,2009-12-31,SH,138272500.0,3758246000.0,138272500.0,3632418000.0,6.4876,6.4238,6,6,0.0,,CONSUMER STAPLES,3785
BERKSHIRE HATHAWAY INC,Walmart Inc,WMT,2009-12-31,SH,117111426.0,2086536000.0,113509926.0,1857401000.0,3.6019,3.2848,7,9,3.17285,addition,CONSUMER STAPLES,345
BERKSHIRE HATHAWAY INC,Wesco Financial Corp.,WSC,2009-12-31,SH,5703087.0,1956159000.0,5703087.0,1856355000.0,3.3768,3.2829,8,10,0.0,,FINANCE,11541
BERKSHIRE HATHAWAY INC,ConocoPhillips (Phillips Petroleum),COP,2009-12-31,SH,37711330.0,1925918000.0,57430168.0,2593546000.0,3.3246,4.5866,9,7,-34.335331,reduction,ENERGY,218
BERKSHIRE HATHAWAY INC,Johnson & Johnson Co.,JNJ,2009-12-31,SH,27132467.0,1747602000.0,36914633.0,2247733000.0,3.0168,3.975,10,8,-26.499426,reduction,HEALTH CARE,239
BERKSHIRE HATHAWAY INC,U.S. Bancorp (First National Bank of Cincinnati),USB,2009-12-31,SH,69039426.0,1554077000.0,69039426.0,1509202000.0,2.6827,2.669,11,11,0.0,,FINANCE,471
BERKSHIRE HATHAWAY INC,Moodys Corp,MCO,2009-12-31,SH,31814610.0,852632000.0,39219312.0,802427000.0,1.4718,1.4191,12,13,-18.880245,reduction,FINANCE,2707
BERKSHIRE HATHAWAY INC,The Washington Post Company,WPO,2009-12-31,SH,1727765.0,759526000.0,1727765.0,808732000.0,1.3111,1.4302,13,12,0.0,,Communications,4926
BERKSHIRE HATHAWAY INC,NIKE Inc.,NKE,2009-12-31,SH,30564000.0,504841000.0,30564000.0,494373000.0,0.8715,0.8743,14,15,0.0,,CONSUMER DISCRETIONARY,4000
BERKSHIRE HATHAWAY INC,M&T Bank Corp. (Buffalo NY) (Manufacturers & Traders Trust),MTB,2009-12-31,SH,6715060.0,449171000.0,6715060.0,418482000.0,0.7754,0.7401,15,16,0.0,,FINANCE,3627
BERKSHIRE HATHAWAY INC,Costco Co.,COST,2009-12-31,SH,5254000.0,310879000.0,5254000.0,296221000.0,0.5367,0.5239,16,17,0.0,,CONSUMER STAPLES,393
BERKSHIRE HATHAWAY INC,USG Corp. (United States Gypsum),USG,2009-12-31,SH,17072192.0,239864000.0,17072192.0,293300000.0,0.4141,0.5187,17,18,0.0,,CONSUMER DISCRETIONARY,4059
BERKSHIRE HATHAWAY INC,Republic Services Inc.,RSG,2009-12-31,SH,8290500.0,234704000.0,3625000.0,96316000.0,0.4052,0.1703,18,30,128.703448,addition,INDUSTRIALS,5160
BERKSHIRE HATHAWAY INC,Nalco Holding Co.,NLC,2009-12-31,SH,9000000.0,229590000.0,9000000.0,184410000.0,0.3963,0.3261,19,22,0.0,,MATERIALS,4067
BERKSHIRE HATHAWAY INC,Trane Technologies Plc,TT,2009-12-31,SH,5636600.0,201431000.0,7782600.0,238673000.0,0.3477,0.4221,20,19,-27.574332,reduction,INDUSTRIALS,3496
BERKSHIRE HATHAWAY INC,CarMax Inc.,KMX,2009-12-31,SH,8000000.0,194000000.0,9000000.0,188100000.0,0.3349,0.3326,21,21,-11.111111,reduction,CONSUMER DISCRETIONARY,5061
BERKSHIRE HATHAWAY INC,COMCAST CORP SPL A (NEW),CMCSK,2009-12-31,SH,12000000.0,192120000.0,12000000.0,192960000.0,0.3316,0.3412,22,20,0.0,,CONSUMER DISCRETIONARY,2829
BERKSHIRE HATHAWAY INC,Nestle SA ADR,NSRGY,2009-12-31,SH,3400000.0,164390000.0,3400000.0,144697000.0,0.2838,0.2559,23,25,0.0,,CONSUMER STAPLES,4361
BERKSHIRE HATHAWAY INC,Iron Mountain Inc.,IRM,2009-12-31,SH,7000000.0,159320000.0,3372200.0,89902000.0,0.275,0.159,24,31,107.579622,addition,INDUSTRIALS,5651
BERKSHIRE HATHAWAY INC,Sanofi SA,SNY,2009-12-31,SH,3903933.0,153306000.0,3903933.0,144250000.0,0.2646,0.2551,25,26,0.0,,HEALTH CARE,4377
BERKSHIRE HATHAWAY INC,Lowes Companies Inc.,LOW,2009-12-31,SH,6500000.0,152035000.0,6500000.0,136110000.0,0.2624,0.2407,26,27,0.0,,CONSUMER DISCRETIONARY,138
BERKSHIRE HATHAWAY INC,NRG Energy Inc,NRG,2009-12-31,SH,6000000.0,141660000.0,6000000.0,169140000.0,0.2445,0.2991,27,23,0.0,,UTILITIES AND TELECOMMUNICATIONS,4138
BERKSHIRE HATHAWAY INC,Globe Life Inc,GL,2009-12-31,SH,6353727.75,124110000.0,6353727.75,122641000.0,0.2142,0.2169,28,29,0.0,,FINANCE,3707
BERKSHIRE HATHAWAY INC,Becton Dickinson and Co.,BDX,2009-12-31,SH,1537500.0,118290000.0,1230000.0,83700000.0,0.2042,0.148,29,35,25.0,addition,HEALTH CARE,4305
BERKSHIRE HATHAWAY INC,General Electric Co,GE,2009-12-31,SH,1011127.0,117680000.0,1011127.0,127713000.0,0.2031,0.2259,30,28,0.0,,INDUSTRIALS,114
BERKSHIRE HATHAWAY INC,United Parcel Service Inc. Class B,UPS,2009-12-31,SH,1429200.0,81993000.0,1429200.0,80707000.0,0.1415,0.1427,31,37,0.0,,TRANSPORTS,3795
BERKSHIRE HATHAWAY INC,Home Depot Inc. (The),HD,2009-12-31,SH,2757898.0,79786000.0,2757898.0,73470000.0,0.1377,0.1299,32,38,0.0,,CONSUMER DISCRETIONARY,354
BERKSHIRE HATHAWAY INC,Elevance Health Inc,ELV,2009-12-31,SH,1343820.0,78331000.0,3394213.0,160750000.0,0.1352,0.2843,33,24,-60.408495,reduction,HEALTH CARE,175259
BERKSHIRE HATHAWAY INC,Bank of America Corp. (North Carolina National Bank),BAC,2009-12-31,SH,5000000.0,75300000.0,5000000.0,84600000.0,0.13,0.1496,34,34,0.0,,FINANCE,205
BERKSHIRE HATHAWAY INC,GlaxoSmithKline Plc ADR,GSK,2009-12-31,SH,1481498.4,63819000.0,1481498.4,59680000.0,0.1102,0.1055,35,40,0.0,,HEALTH CARE,3781
BERKSHIRE HATHAWAY INC,SunTrust Banks Inc.,STI,2009-12-31,SH,2398206.0,48659000.0,3079778.0,69449000.0,0.084,0.1228,36,39,-22.130556,reduction,FINANCE,11359
BERKSHIRE HATHAWAY INC,UnitedHealth Group Inc.,UNH,2009-12-31,SH,1175000.0,35814000.0,3400000.0,85136000.0,0.0618,0.1506,37,33,-65.441176,reduction,HEALTH CARE,153
BERKSHIRE HATHAWAY INC,Tegna Inc. (Gannett Co.),TGNA,2009-12-31,SH,2202200.0,32703000.0,3447600.0,43129000.0,0.0565,0.0763,38,41,-36.12368,reduction,COMMUNICATIONS,4336
BERKSHIRE HATHAWAY INC,ExxonMobil Corp. (Standard Oil of New Jersey),XOM,2009-12-31,SH,421800.0,28763000.0,1276290.0,87567000.0,0.0497,0.1549,39,32,-66.951085,reduction,ENERGY,228
BERKSHIRE HATHAWAY INC,Comdisco Holding Co. Inc. (New),CDCO,2009-12-31,SH,1538377.0,15383000.0,1538377.0,12676000.0,0.0266,0.0224,40,42,0.0,,INDUSTRIALS,10681
BERKSHIRE HATHAWAY INC,Travelers Companies Inc. (The) (St. Paul Fire and Marine Insurance),TRV,2009-12-31,SH,27336.0,1363000.0,27336.0,1346000.0,0.0024,0.0024,41,43,0.0,,FINANCE,470
BERKSHIRE HATHAWAY INC,Norfolk Southern Corp.,NSC,2009-12-31,SH,0.0,0.0,1933000.0,83332000.0,,0.1474,999999,36,-100.0,soldall,TRANSPORTS,440
BERKSHIRE HATHAWAY INC,Union Pacific Corp.,UNP,2009-12-31,SH,0.0,0.0,19116000.0,557709000.0,,0.9863,999999,14,-100.0,soldall,TRANSPORTS,473
