Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Canadian Pacific Railway Ltd. (2001),CP,2011-12-31,SH,120772040.0,1634529000.0,20201175.0,194294000.0,21.0139,3.2243,1,8,497.84661,addition,TRANSPORTS,2507
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",J C Penney Company Inc,CPPRQ,2011-12-31,SH,38715571.0,1360853000.0,38715571.0,1036803000.0,17.4955,17.2057,2,2,0.0,,CONSUMER DISCRETIONARY,338
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",General Growth Properties Inc. (DE),GGP,2011-12-31,SH,72233712.0,1084951000.0,72233712.0,874028000.0,13.9484,14.5045,3,3,0.0,,REAL ESTATE,230
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Beam Inc,BEAM,2011-12-31,SH,20818545.0,1066534000.0,20818545.0,1125867000.0,13.7116,18.6837,4,1,0.0,,CONSUMER DISCRETIONARY,503
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Mondelez International Inc. (Kraft Foods),MDLZ,2011-12-31,SH,21160759.0,790566000.0,25183333.0,845656000.0,10.1637,14.0336,5,4,-15.97316,reduction,CONSUMER STAPLES,3785
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Citigroup Inc.,C,2011-12-31,SH,26119845.0,687213000.0,26124241.0,669303000.0,8.835,11.1071,6,5,-0.016827,reduction,FINANCE,216
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Family Dollar Stores Inc.,FDO,2011-12-31,SH,8384863.0,483471000.0,11388329.0,579210000.0,6.2156,9.612,7,6,-26.373193,reduction,CONSUMER DISCRETIONARY,2705
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Fortune Brands Innovations Inc,FBIN,2011-12-31,SH,20818545.0,354540000.0,0.0,0.0,4.5581,,8,999999,,new,CONSUMER DISCRETIONARY,114466
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Howard Hughes Corporation (The),HHH,2011-12-31,SH,3568017.0,157600000.0,3568017.0,150214000.0,2.0261,2.4928,9,9,0.0,,REAL ESTATE,96715
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Matson Inc,MATX,2011-12-31,SH,7428432.13,145399000.0,7428432.13,130117000.0,1.8693,2.1593,10,10,0.0,,REAL ESTATE,5043
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",J C Penney Company Inc,CPPRQ,2011-12-31,CALL,360200.0,12661000.0,360200.0,9646000.0,0.1628,0.1601,11,11,0.0,,CONSUMER DISCRETIONARY,338
"PERSHING SQUARE CAPITAL MANAGEMENT, L.P.",Lowes Companies Inc.,LOW,2011-12-31,SH,0.0,0.0,21240301.0,410787000.0,,6.817,999999,7,-100.0,soldall,CONSUMER DISCRETIONARY,138
