Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
FARALLON CAPITAL MANAGEMENT LLC,SPDR S&P 500 ETF TRUST,SPY,2018-09-30,PUT,9290500.0,2700934000.0,9635000.0,2613783000.0,15.954,16.1423,1,1,-3.575506,reduction,FINANCE,3962
FARALLON CAPITAL MANAGEMENT LLC,Aetna Inc.,AET,2018-09-30,SH,7425000.0,1506161000.0,6790000.0,1245965000.0,8.8967,7.6949,2,3,9.351988,addition,HEALTH CARE,11337
FARALLON CAPITAL MANAGEMENT LLC,Altaba Inc. (Yahoo),AABA,2018-09-30,SH,21237317.0,1446686000.0,18935000.0,1386231000.0,8.5453,8.5611,3,2,12.159055,addition,FINANCE,2412
FARALLON CAPITAL MANAGEMENT LLC,Express Scripts Inc.,ESRX,2018-09-30,SH,11895000.0,1130144000.0,7755000.0,598764000.0,6.6756,3.6979,4,4,53.384913,addition,HEALTH CARE,11326
FARALLON CAPITAL MANAGEMENT LLC,Dell Technologies Inc,DELL,2018-09-30,SH,6389000.0,620500000.0,6074000.0,513739000.0,3.6652,3.1728,5,7,5.186039,addition,INFORMATION TECHNOLOGY,198242
FARALLON CAPITAL MANAGEMENT LLC,Rockwell Collins Inc.,COL,2018-09-30,SH,4155000.0,583653000.0,4280000.0,576430000.0,3.4475,3.5599,6,6,-2.920561,reduction,INDUSTRIALS,454
FARALLON CAPITAL MANAGEMENT LLC,Meta Platforms Inc,META,2018-09-30,SH,2485943.0,408838000.0,2112630.0,410526000.0,2.4149,2.5353,7,9,17.670534,addition,COMMUNICATIONS,123861
FARALLON CAPITAL MANAGEMENT LLC,IQVIA Holdings Inc,IQV,2018-09-30,SH,3039386.0,394330000.0,4090274.0,408291000.0,2.3292,2.5215,8,10,-25.692362,reduction,HEALTH CARE,174607
FARALLON CAPITAL MANAGEMENT LLC,Charter Communications Inc,CHTR,2018-09-30,SH,1182980.0,385510000.0,876938.0,257127000.0,2.2771,1.588,9,19,34.898932,addition,COMMUNICATIONS,87254
FARALLON CAPITAL MANAGEMENT LLC,Alphabet Inc. Class C,GOOG,2018-09-30,SH,6294100.0,375591000.0,7076500.0,394745000.0,2.2186,2.4379,10,12,-11.056313,reduction,COMMUNICATIONS,166886
