Filer Name,Stock Name,Stock Ticker,Quarter Date,Type of Security,Current Shares Held,Current Market Value,Previous Shares Held,Previous Market Value,Current % of Portfolio,Previous % of Portfolio,Current Rank,Previous Rank,Change in Shares,Type of Change,Sector,stock_id
LONE PINE CAPITAL LLC,Mastercard Inc,MA,2014-12-31,SH,20030460.0,1725824434.0,15082787.0,1114920000.0,7.2353,4.3565,1,4,32.80344,addition,FINANCE,4044
LONE PINE CAPITAL LLC,Baidu Inc ADR,BIDU,2014-12-31,SH,7030580.0,1602761323.0,8188393.0,1786953000.0,6.7193,6.9824,2,1,-14.139685,reduction,COMMUNICATIONS,4807
LONE PINE CAPITAL LLC,Booking Holdings Inc. (Priceline),BKNG,2014-12-31,SH,1398233.0,1594279249.0,729265.0,844912000.0,6.6838,3.3014,3,9,91.731812,addition,CONSUMER DISCRETIONARY,4288
LONE PINE CAPITAL LLC,Bausch Health Companies,BHC,2014-12-31,SH,8250886.0,1180784295.0,10985940.0,1441355000.0,4.9503,5.632,4,2,-24.895949,reduction,HEALTH CARE,5185
LONE PINE CAPITAL LLC,Meta Platforms Inc,META,2014-12-31,SH,13502615.0,1053474022.0,8638513.0,682788000.0,4.4165,2.6679,5,15,56.307168,addition,COMMUNICATIONS,123861
LONE PINE CAPITAL LLC,FleetCor Technologies Inc,FLT,2014-12-31,SH,6435620.0,957041050.0,6589236.0,936462000.0,4.0123,3.6592,6,7,-2.331317,reduction,INFORMATION TECHNOLOGY,106914
LONE PINE CAPITAL LLC,Dollar General Corp.,DG,2014-12-31,SH,12918112.0,913310518.0,9305845.0,568680000.0,3.8289,2.2221,7,20,38.817184,addition,CONSUMER DISCRETIONARY,85548
LONE PINE CAPITAL LLC,Adobe Systems Inc.,ADBE,2014-12-31,SH,12179247.0,885431257.0,11467010.0,793402000.0,3.712,3.1002,8,12,6.211183,addition,INFORMATION TECHNOLOGY,4294
LONE PINE CAPITAL LLC,Equinix Inc,EQIX,2014-12-31,SH,3890489.0,882090571.0,2649060.0,562872000.0,3.698,2.1994,9,21,46.863,addition,INFORMATION TECHNOLOGY,4818
LONE PINE CAPITAL LLC,Autodesk Inc.,ADSK,2014-12-31,SH,14463336.0,868667960.0,4401445.0,242520000.0,3.6418,0.9476,10,39,228.604265,addition,INFORMATION TECHNOLOGY,1
